transactionid;issuedto;issuedby;date;hour;minute
62163644-d32d-407e-b19d-64ed44454d70;Kareem Salas;Whiskey Junction;5/26/2018;19;22
9a11d0bb-ba3e-46be-a597-2e6150ee0d9c;Eugenia Villarreal;Whiskey Junction;3/28/2018;12;20
7d821312-8b7f-46dd-9216-9f48cbc3acbf;Eugenia Villarreal;Whiskey Junction;9/19/2018;10;51
d83f40d4-816d-4d73-bd95-56151b73476c;Eugenia Villarreal;Whiskey Junction;9/22/2018;12;14
432fc217-5b1e-45f2-9b93-1ad5f16614ca;Eugenia Villarreal;Whiskey Junction;12/17/2018;19;21
26103932-ad26-49a9-98d5-506ec5cee722;Hadley Wright;Whiskey Junction;7/8/2018;15;6
60228ba6-50c5-4b46-b900-6529ec12e31f;Hadley Wright;Whiskey Junction;8/13/2018;23;11
c9e5f72f-8251-4e65-a31c-44977091a2e4;Hadley Wright;Whiskey Junction;9/25/2018;22;38
887c4a42-b559-4dd1-b2fb-61eee563dccd;Hadley Wright;Whiskey Junction;10/21/2018;12;36
f5d56168-e66e-4f44-9e99-7b4771aa41ff;Hadley Wright;Whiskey Junction;9/15/2018;15;4
2a9194d4-0b1d-4318-a55e-18141531eca9;Ifeoma Rosa;Whiskey Junction;8/15/2018;11;58
76a5c437-50af-4682-8cf4-b73ed2b3568e;Ifeoma Rosa;Whiskey Junction;4/4/2018;21;3
3615ff8a-67c2-438f-ad2a-f6abf2070584;Mallory Garza;Whiskey Junction;6/9/2018;18;40
78cbb912-26a1-44d9-a643-148d3aa175cb;Mallory Garza;Whiskey Junction;6/24/2018;8;23
98670541-a4df-495b-b3a7-b0b07ca2a9d5;Mallory Garza;Whiskey Junction;8/14/2018;13;8
a5a853bf-6468-4160-812d-ca3eb3a518a6;Mallory Garza;Whiskey Junction;12/20/2018;13;47
710b856a-8629-46e6-89c6-c335c0f6eb26;Mallory Garza;Whiskey Junction;8/13/2018;22;57
8e592c2e-a8fc-49cb-9452-a7cf32a271ac;Idola Hall;Whiskey Junction;1/18/2018;7;52
c56ddbbc-a54a-4aea-9609-4c2e6c4d0219;Idola Hall;Whiskey Junction;6/5/2018;9;19
b8fab013-54ae-47ed-afe7-1148aeace1d7;Kimberly Whitney;Whiskey Junction;7/25/2018;15;29
01178f8b-a129-4d9f-8344-a742e255fdec;Kimberly Whitney;Whiskey Junction;4/18/2018;7;7
b4063bf9-b8a5-4175-b5e3-0f46c19044b8;Kimberly Whitney;Whiskey Junction;9/14/2018;17;28
c851e879-3aeb-4fde-9a15-2c4dc6530ca6;Kimberly Whitney;Whiskey Junction;1/19/2018;8;33
ade7d7a1-7fb4-4479-a309-6ae51ffb93ca;Kimberly Whitney;Whiskey Junction;3/22/2018;23;20
11ee7d74-e56b-48ef-bcfb-40939f7a8ec5;Hoyt Michael;Whiskey Junction;11/14/2018;17;20
e08a61ec-2582-44f7-9ef0-aafbc88ce4f1;Knox Acevedo;Whiskey Junction;2/19/2018;16;2
8fc2a25e-9ce3-40b7-90db-12bf83466adc;Knox Acevedo;Whiskey Junction;11/16/2018;13;56
c77edc29-23df-4cad-8e8a-9ca15c902db5;Knox Acevedo;Whiskey Junction;8/25/2018;11;46
d72fb5f1-ff54-425e-b456-26339e611ead;Knox Acevedo;Whiskey Junction;1/5/2018;14;17
f5c17786-59bc-4088-b71a-15a1dec53505;Knox Acevedo;Whiskey Junction;11/10/2018;8;38
02744d0c-23b1-47e5-8f4c-f7b3e8bcd2c6;Tamekah Wilson;Whiskey Junction;9/8/2018;10;21
207ec256-a9fb-4c43-89f1-65432b3f0849;Tamekah Wilson;Whiskey Junction;4/3/2018;20;53
d501b3ea-6875-4b01-9a8d-8cfa6be67668;Tamekah Wilson;Whiskey Junction;10/28/2018;8;50
993be060-78ff-4727-b6bb-24035e586971;Tamekah Wilson;Whiskey Junction;11/22/2018;23;32
2546d7bb-638e-41fa-a406-d728826b27c4;Tamekah Wilson;Whiskey Junction;8/22/2018;12;12
5ac2463f-fcc4-4f85-a833-260608485277;Adrian Goodman;Whiskey Junction;12/9/2018;21;45
c914d17d-b605-4d64-bd13-546800a057e7;Adrian Goodman;Whiskey Junction;8/12/2018;12;57
5f859892-173c-469e-9444-bf03a94618eb;Adrian Goodman;Whiskey Junction;10/14/2018;11;37
1dcb0a23-07d4-42d3-b6fc-ee7b013587b5;Kyra Hurst;Whiskey Junction;3/26/2018;18;49
7488c3d5-8107-4512-854f-4b53c246c9e7;Kyra Hurst;Whiskey Junction;2/20/2018;16;11
f1fbb489-acda-4d01-9f84-9c424b085f2a;Kyra Hurst;Whiskey Junction;10/27/2018;12;24
6caa3a27-e41e-4180-aabb-74b9f464be91;Kyra Hurst;Whiskey Junction;1/18/2018;23;47
63b3cef3-c7e2-42fd-97c3-aacee6c9c43b;Kyra Hurst;Whiskey Junction;4/12/2018;18;30
f985ef4b-b6a9-4b4a-83fb-fbb728f3b7d7;Kieran Flowers;Whiskey Junction;7/17/2018;23;32
c81c8ef3-e2f2-4b3d-b548-a5eb029b408a;Gareth Gamble;Whiskey Junction;7/28/2018;21;40
74a0965a-6cfe-4f0f-bce9-217236e5a7bd;Ariana Johnson;White Horse Tavern;2/24/2018;16;0
f90a8a82-2d60-4148-8b41-a7a5701e0466;Ariana Johnson;White Horse Tavern;7/19/2018;20;12
a21b3866-9179-4481-92ee-f5613c86e8cc;Ariana Johnson;White Horse Tavern;7/23/2018;14;3
17f54ce0-d33b-4c7b-bdba-c887cc95158c;Ariana Johnson;White Horse Tavern;2/3/2018;13;43
29133353-fa4c-4130-93c9-afc931881031;Emma Brennan;White Horse Tavern;4/14/2018;16;40
3195bf24-22d6-4d08-8ad1-8e6806c50140;Emma Brennan;White Horse Tavern;5/4/2018;18;6
5466b5c8-57ac-4c99-b286-1b2c6fda1c9c;Emma Brennan;White Horse Tavern;4/25/2018;19;31
0484c355-f712-4a36-92d5-a6131f5f2591;Emma Brennan;White Horse Tavern;5/2/2018;17;8
e0ed2df2-8175-4932-905c-4a10d85bcd64;Emma Brennan;White Horse Tavern;7/9/2018;18;27
924b2959-337c-4c1c-b0eb-afbbaef7ec89;Troy Pugh;White Horse Tavern;10/16/2018;20;59
63cb860e-2e12-407a-b540-a9e70eda9226;Troy Pugh;White Horse Tavern;8/12/2018;10;13
84bd73e7-8da1-4323-9f20-2a8b981d1c9a;Troy Pugh;White Horse Tavern;11/4/2018;10;17
ea7a110d-a74b-435f-a31b-2e22bb5d6b0e;Troy Pugh;White Horse Tavern;10/26/2018;18;59
960ab233-1410-42e0-b548-49b191b7f3b0;Ingrid Sears;White Horse Tavern;4/18/2018;17;42
c7dddf58-1072-4190-9ff4-8c755da78217;Ingrid Sears;White Horse Tavern;4/25/2018;11;23
83453d4b-e1f6-4d68-be53-97dbb2554803;Ingrid Sears;White Horse Tavern;7/23/2018;14;32
5e20c351-cfdb-41d8-a1e3-fd77341836d9;Ingrid Sears;White Horse Tavern;1/1/2018;10;29
c298e09c-0c1f-4c9d-9aee-079f10d62629;Ingrid Sears;White Horse Tavern;2/27/2018;14;49
76a55df7-4998-474d-9400-cbff4bb67ec6;Simone Hughes;White Horse Tavern;5/18/2018;17;5
eb9692db-c318-43d9-b578-00f5012b8640;Simone Hughes;White Horse Tavern;11/2/2018;11;38
dc406799-179d-4c99-b605-7a7e86c9936e;Simone Hughes;White Horse Tavern;12/3/2018;19;8
f71cf156-73ed-465f-bb4a-9e8c997bdb01;Simone Hughes;White Horse Tavern;6/16/2018;18;5
c018270c-07d3-41f4-bfb3-d8614d730884;Baxter Potter;White Horse Tavern;10/17/2018;18;32
cb4e0583-adbd-4d07-8f8a-12c22414a099;Uta Hobbs;White Horse Tavern;2/25/2018;11;9
9b892f5b-7fc6-4292-bdab-8ba96077ec6a;Uta Hobbs;White Horse Tavern;1/23/2018;12;39
a9da99e5-4800-4ab0-84b4-43e0aca44f61;Uta Hobbs;White Horse Tavern;6/11/2018;15;49
5ff52937-7909-4a5b-ac50-7189e089906d;Uta Hobbs;White Horse Tavern;9/23/2018;17;10
f9a77302-f308-473d-b977-b6afd93e8cf9;Sylvester Weber;White Horse Tavern;9/22/2018;16;0
6726830b-7891-462a-a568-c057b7cc0f0d;Sylvester Weber;White Horse Tavern;9/12/2018;17;45
6a105b54-0c2a-4e49-83ee-97680c4d64e7;Sylvester Weber;White Horse Tavern;6/24/2018;16;25
1994df71-27cc-4f9e-82fa-1f4b5e01f77e;Sylvester Weber;White Horse Tavern;9/17/2018;18;0
d79ff575-758d-4ac8-b769-674875f0bdea;Sylvester Weber;White Horse Tavern;8/20/2018;16;37
75f12a45-8294-4406-a9e3-40ebdc766cf1;Clare Barry;White Horse Tavern;7/27/2018;14;18
e2b33127-3429-4b3b-a3a5-276bb699854f;Clare Barry;White Horse Tavern;3/27/2018;16;17
7a6e3854-b1ce-429b-956e-490a7d73c6d2;Clare Barry;White Horse Tavern;3/13/2018;10;10
d75ccb2a-3915-4ceb-8352-05214455ac24;Cheryl Barrera;White Horse Tavern;11/3/2018;15;8
e451747c-f29f-4a18-a48d-66525b311f5d;Cheryl Barrera;White Horse Tavern;4/16/2018;10;3
e4672d14-91ca-4d35-9889-5619ac8351a5;Cheryl Barrera;White Horse Tavern;12/9/2018;10;18
1e5724d9-454b-4ea1-9092-48867928f406;Herrod Baxter;White Horse Tavern;9/1/2018;17;21
4b0cf2d6-6046-41c3-a2a2-4fbc1fa1c9b1;Herrod Baxter;White Horse Tavern;7/14/2018;18;36
3f75eebc-6761-42a8-9af4-42c29241e323;Herrod Baxter;White Horse Tavern;5/21/2018;18;37
98fc8fab-e4b1-4a5a-8a28-239d49593076;Herrod Baxter;White Horse Tavern;3/19/2018;10;25
6afeb225-9f19-4ac3-8c61-a69d2eb22445;Herrod Baxter;White Horse Tavern;2/19/2018;12;47
9b20697b-e45d-4f7b-a74d-384734765f5a;Kasper Briggs;White Horse Tavern;12/4/2018;20;29
909c72c1-8117-44eb-a5a8-28ed4e690ea7;Kasper Briggs;White Horse Tavern;5/1/2018;13;49
9a13456e-43e0-4a56-9bff-93fa582e818a;Kasper Briggs;White Horse Tavern;7/3/2018;16;57
988ec8e9-4fdb-4f5a-a858-eeb5db55613c;Camilla Chaney;White Horse Tavern;12/29/2018;19;42
2a81a65f-f635-468e-8e05-802f6c5fee80;Beck Hunter;White Horse Tavern;7/8/2018;13;25
e9f10760-76e3-4acd-9ee0-ee416973884b;Beck Hunter;White Horse Tavern;10/19/2018;18;50
7d4f01cb-cfb3-4b72-8d92-fc8dd3de55da;Lilah Gay;White Horse Tavern;8/10/2018;20;31
babd5782-bfae-491d-89ce-8081e856e7fc;Lilah Gay;White Horse Tavern;5/6/2018;19;25
3aa1f616-9e4a-42f3-a6b8-7772b3f28c85;Lilah Gay;White Horse Tavern;9/29/2018;11;39
af480a15-6b12-4ff2-9651-c1bf75f483cc;Latifah Jarvis;White Horse Tavern;1/7/2018;15;46
a2b2472d-ae0b-423f-b224-57dedc0a16f4;Harriet Higgins;White Horse Tavern;5/9/2018;10;23
1cd8d8c3-59d8-4cfe-9942-7adc3e966e76;Harriet Higgins;White Horse Tavern;1/21/2018;17;56
c3ee2866-7572-4876-b0f4-ea1d73f74ed0;Carolyn Battle;White Horse Tavern;11/12/2018;16;25
2eeddd7b-5c00-4082-89d3-d76485be1a69;Carolyn Battle;White Horse Tavern;4/24/2018;17;7
da67be8f-ad70-4098-8725-9de6df74d92f;Carolyn Battle;White Horse Tavern;6/5/2018;17;19
c3d6be08-04a3-40a9-89e8-9d140d5bf57b;Carolyn Battle;White Horse Tavern;1/15/2018;11;49
fc8b517f-a5fc-4736-8b14-1f70029e5db1;Lane Pickett;White Horse Tavern;2/11/2018;18;6
a9c6a02b-bec1-48d1-8e8f-2234884250c5;Lane Pickett;White Horse Tavern;8/15/2018;10;46
749c4987-1271-4712-9d33-901f6d21288d;Lane Pickett;White Horse Tavern;12/19/2018;16;0
47558880-53fc-4238-b7c2-2c0e448b3078;Lane Pickett;White Horse Tavern;3/29/2018;12;4
b6415516-05f2-488a-9081-6c2d38ad87e6;Lane Pickett;White Horse Tavern;3/23/2018;12;38
1b6e234f-7e10-4d7b-a6b2-99d055ba6d1f;Lysandra Ferguson;White Horse Tavern;7/15/2018;17;7
e2e124de-4427-43a5-9f93-553d4606bac4;Lysandra Ferguson;White Horse Tavern;12/26/2018;11;37
b24f5223-e7ee-4022-bff1-533f4026d3ad;Lysandra Ferguson;White Horse Tavern;9/21/2018;14;47
47b06e3a-4d8f-46a7-a0c0-223dffe7d2b3;Lysandra Ferguson;White Horse Tavern;4/25/2018;18;47
00516863-eaf2-48e7-920f-c3fc6cc6d7b3;Caesar Fox;White Horse Tavern;2/19/2018;17;24
76f4d655-e4d3-4136-8500-3b37be9f401c;Caesar Fox;White Horse Tavern;3/22/2018;18;5
c767e011-80f3-4f8e-996a-f990acdcc1a5;Caesar Fox;White Horse Tavern;12/25/2018;19;57
387eb3a5-e5f1-49e6-b1e6-ff4d2f0e59b9;Caesar Fox;White Horse Tavern;4/3/2018;18;52
3bf4f572-df24-48d2-90d4-7741de535d48;Caesar Fox;White Horse Tavern;11/15/2018;13;56
43ef681b-e70f-40d2-8fa0-0485633f73b7;Kamal Merritt;White Horse Tavern;11/6/2018;17;21
aae205db-1fe9-4be8-9a83-f97f016c165f;Kerry Sanders;White Horse Tavern;3/1/2018;16;49
d857a8b5-73e3-498a-8613-4c5ae132668e;Kerry Sanders;White Horse Tavern;1/23/2018;11;10
7fb77204-b972-4521-9685-cc624ae248d8;Kerry Sanders;White Horse Tavern;3/23/2018;17;32
ef6b0e9e-aa10-4334-a995-b629d2e2e97b;Kerry Sanders;White Horse Tavern;8/19/2018;12;17
0029b427-df8c-4e73-812d-467ba579e844;Steven Mcintosh;White Horse Tavern;11/19/2018;15;43
fce3e132-984b-461a-b37b-be39f9e6156a;Gannon Cobb;White Horse Tavern;7/18/2018;17;14
d3995eea-4510-4d2c-94d3-521ddda52c74;Gannon Cobb;White Horse Tavern;6/2/2018;12;1
f0ed04b0-77a3-4539-9f5b-888e6750eec1;Gannon Cobb;White Horse Tavern;12/17/2018;20;21
7782901c-cdfc-4c3d-9b64-a51fe8805a86;Gannon Cobb;White Horse Tavern;4/15/2018;13;30
5472e0af-ea6c-4f24-b2ef-1ab5707f9754;Anne Frank;White Horse Tavern;3/26/2018;19;28
ca35afae-cbf9-47ac-8a05-efe38fb941d6;Anne Frank;White Horse Tavern;3/7/2018;14;38
1ba630e1-fc4f-495b-a9f0-3ec7e670996b;Anne Frank;White Horse Tavern;3/27/2018;10;20
9a2c4cbc-df21-403c-877e-d419bd9270c2;Anne Frank;White Horse Tavern;4/5/2018;11;30
2c29383d-2023-41d3-affc-0bdd41b01fb4;Kermit Pennington;White Horse Tavern;6/27/2018;16;49
81d6272d-ba5d-4501-8ed8-e982dc14a67b;Kermit Pennington;White Horse Tavern;3/29/2018;18;13
5315a2d0-ced6-462a-a7c4-6a5fe333992e;Kermit Pennington;White Horse Tavern;9/6/2018;20;25
f85ccb3b-24e9-4882-8af6-c31382cce33a;Kermit Pennington;White Horse Tavern;9/28/2018;14;3
4cc1e2ef-8be3-4596-bd57-09a110dcdc79;Price Ferguson;White Horse Tavern;3/18/2018;16;44
fc79b425-56dd-463a-8230-1cb956de3e09;Price Ferguson;White Horse Tavern;11/20/2018;12;35
bb3b07e1-462c-4207-a5b4-dfd78f9b4e4e;Price Ferguson;White Horse Tavern;9/15/2018;10;46
1eb0dc37-f77a-48d9-ae16-4c5cb1faf34c;Ashely Irwin;White Horse Tavern;11/16/2018;18;33
41045cc5-01a8-4316-99f3-aa4a047aa17e;Ashely Irwin;White Horse Tavern;7/27/2018;18;1
f8975b67-bb28-46eb-85a0-7b34353923c0;Ashely Irwin;White Horse Tavern;11/10/2018;13;39
1c7a0bec-fcb8-4597-9780-7df168b0218b;Ashely Irwin;White Horse Tavern;7/15/2018;16;55
b5d8e5a9-4c9e-41a3-b9a7-ed7763707423;Ashely Irwin;White Horse Tavern;8/28/2018;14;0
760a1698-a8e8-455c-bd1f-d14fa425a23c;Rhoda Merritt;Wild Goose Bar & Grill;9/19/2018;11;37
f0bb659b-547a-44fb-969c-bb07ebe70ae8;Igor Cook;Wild Goose Bar & Grill;10/9/2018;17;46
6450f13a-bb65-4a65-beca-e71496ed283b;Nell Rivera;Wild Goose Bar & Grill;11/18/2018;12;1
c4818ce8-2194-4004-ad5b-0ff5623b018d;Nell Rivera;Wild Goose Bar & Grill;1/21/2018;19;17
774e7579-cf6a-4e3d-921d-eda5b8cbdf6a;Nell Rivera;Wild Goose Bar & Grill;3/24/2018;17;0
06e32fe8-1b86-4ec2-bb2c-e05ba812cd71;Axel Maynard;Wild Goose Bar & Grill;2/18/2018;14;15
0f22865d-5690-4c3d-ad85-e20b82e119ea;Kylynn Mccormick;Wild Goose Bar & Grill;5/18/2018;12;7
b19cd82e-1693-473e-b45a-67c74b201d0d;Ulric Chang;Wild Goose Bar & Grill;2/15/2018;20;8
04c5e455-e005-4ffb-b6d9-aa57376bda4c;Ulric Chang;Wild Goose Bar & Grill;11/18/2018;14;22
daf8795d-4c07-4da6-a4d1-f7d96af0debb;Ulric Chang;Wild Goose Bar & Grill;11/28/2018;11;37
ef723625-9e75-46cb-b7d2-c04448cca63e;Zahir Duffy;Wild Goose Bar & Grill;4/21/2018;19;5
047b910b-21be-4145-aa27-3fba645a8459;Zahir Duffy;Wild Goose Bar & Grill;12/7/2018;10;33
4472997a-94b7-44d2-95ad-d17fbc7fff72;Doris Sharp;Wild Goose Bar & Grill;12/10/2018;11;8
0f37debe-7e6b-413f-9126-a3e0c54df147;Doris Sharp;Wild Goose Bar & Grill;7/25/2018;14;10
77659810-53dd-480f-b34f-6e2998d41346;Doris Sharp;Wild Goose Bar & Grill;1/4/2018;16;43
e7071b3f-1e69-4ff9-ab79-f995847e2597;Doris Sharp;Wild Goose Bar & Grill;10/16/2018;15;9
76dc33c7-684b-4e4c-8eb8-0c3b19e584b1;Doris Sharp;Wild Goose Bar & Grill;9/26/2018;13;58
18f9caea-f5da-4ba8-ac41-a3e79a693f97;Miriam White;Wild Goose Bar & Grill;4/9/2018;17;51
045075df-210c-4039-bd66-427f58da9272;Aladdin Cooley;Wild Goose Bar & Grill;8/9/2018;12;19
4a099add-3085-49d9-a9a6-0e6aa92195f2;Marvin Kaufman;Wild Goose Bar & Grill;9/7/2018;12;7
3e119d60-78d4-4a60-8645-b00392b135f2;Rhoda Fox;Wild Goose Bar & Grill;4/15/2018;14;2
9522a9b6-1045-4c1d-87f6-6bbd4cfe9041;Rhoda Fox;Wild Goose Bar & Grill;7/16/2018;11;16
f1b7d586-c85d-4df3-84e2-1e80bc655868;Rhoda Fox;Wild Goose Bar & Grill;1/3/2018;15;16
ef962220-c3c5-4eb5-bd4d-9d18ceb9950d;Rhoda Fox;Wild Goose Bar & Grill;6/10/2018;14;39
9696be11-252c-4b06-8dfc-a52aff16f9ce;Zelenia Bryant;Wild Goose Bar & Grill;5/6/2018;19;50
aa9e3b1f-e263-4b07-9c89-7e632ba9775f;Magee Murray;Wild Goose Bar & Grill;1/17/2018;15;33
a0868ef6-d187-44c2-b562-72e61a6c38f4;Brandon Bird;Wild Goose Bar & Grill;11/2/2018;16;49
38210d12-5402-4eed-861a-dd3d632aab5f;Brandon Bird;Wild Goose Bar & Grill;11/28/2018;13;59
7d38cd5d-0c71-4482-b819-d542f2bd5726;Brandon Bird;Wild Goose Bar & Grill;12/16/2018;15;4
4c7890a2-cae0-4d54-878b-2fdaa255fedb;Myles Mcdonald;Wild Goose Bar & Grill;11/6/2018;13;33
6a56257b-9641-4913-9e29-652b0e94460a;Myles Mcdonald;Wild Goose Bar & Grill;8/14/2018;16;5
84306953-3a34-4461-b418-a48fa819b9f3;Myles Mcdonald;Wild Goose Bar & Grill;10/6/2018;9;14
4f2390a8-c9be-4d1b-8f59-2084b1e0ff3a;Myles Mcdonald;Wild Goose Bar & Grill;11/17/2018;17;11
9f056b62-d1ac-4222-b752-0180f0d788a8;Myles Mcdonald;Wild Goose Bar & Grill;9/16/2018;16;54
8e754dfe-e95d-4a5c-b775-2b99cf3396bf;Nigel Scott;Wild Goose Bar & Grill;12/27/2018;13;39
828fe488-4f83-4048-8357-dfc38e79700d;Nigel Scott;Wild Goose Bar & Grill;9/4/2018;17;8
e0b9b0bf-f38d-4139-8d63-fb2811b1f713;Cassidy Leonard;Wild Goose Bar & Grill;5/27/2018;9;10
98f70bb3-f9f1-4553-88da-31cb4370abdd;Cassidy Leonard;Wild Goose Bar & Grill;1/16/2018;18;32
f526d2ec-7c14-4ab8-b6d3-b740d6570add;Cassidy Leonard;Wild Goose Bar & Grill;3/14/2018;19;37
52d5a824-7d47-4f6b-bfd8-9a4ac49ba04c;Cassidy Leonard;Wild Goose Bar & Grill;3/13/2018;12;22
f7207f8d-aae7-4c93-b046-e19c368599bb;Cassidy Leonard;Wild Goose Bar & Grill;11/8/2018;14;57
a2c1f072-7d0b-4d2a-8482-ff7cee981402;Zeus Robertson;Wild Goose Bar & Grill;9/2/2018;11;57
5d8002f0-3b6a-4453-875b-c8ba2c9131b8;Abraham Hodges;Wild Goose Bar & Grill;4/22/2018;15;12
851ba2c0-7947-4137-838b-029d52a7c029;Abraham Hodges;Wild Goose Bar & Grill;9/28/2018;11;31
eaa10201-fa2e-4a6f-84e1-5bba4c7861b7;Abraham Hodges;Wild Goose Bar & Grill;3/7/2018;12;37
2a76b59b-0df0-477f-9647-392be188284f;Abraham Hodges;Wild Goose Bar & Grill;12/3/2018;19;53
7ac3e8af-c762-4412-aa4d-6e44c26f9d8e;Kevyn Osborne;Wild Goose Bar & Grill;1/23/2018;19;16
ba2f9d96-f63f-48ca-823f-638fb90b9d1f;Kevyn Osborne;Wild Goose Bar & Grill;2/2/2018;11;46
2a3742c6-d2ed-45fd-bf04-68f70395121c;Kevyn Osborne;Wild Goose Bar & Grill;9/28/2018;16;1
37c0c35a-e102-4e12-99d8-c33d4b21cf4e;Rigel Brown;Wild Goose Bar & Grill;10/22/2018;17;19
a7625e98-6b0a-406d-b0af-d85497ac80fc;Rigel Brown;Wild Goose Bar & Grill;9/21/2018;11;35
50ea03fd-7aef-47cd-9139-bb968a7202dc;Rigel Brown;Wild Goose Bar & Grill;10/26/2018;15;1
b8d13e8f-51c3-4ccf-bdb9-9e79076b3adf;Rigel Brown;Wild Goose Bar & Grill;7/4/2018;18;24
fec7724b-8e19-4ae7-ab3f-3dbf744d35fd;Reed Christian;Wild Goose Bar & Grill;7/21/2018;17;7
a4e3494d-4337-4302-8f2c-55e87918c51b;Reed Christian;Wild Goose Bar & Grill;1/4/2018;18;30
c40b9465-fed0-4d0c-bba8-a5264fb74f5e;Reed Christian;Wild Goose Bar & Grill;7/17/2018;10;43
955bd1cf-4a7f-4552-b221-2badb49c6bd6;Reed Christian;Wild Goose Bar & Grill;7/26/2018;10;30
c5a22f7e-0bb4-41d7-82ae-a58ff953cf6d;Alana Koch;Wild Goose Bar & Grill;12/4/2018;15;32
f6050287-cde6-471c-a620-c0132204fa9f;Alana Koch;Wild Goose Bar & Grill;6/13/2018;19;38
bfa80b4b-2dda-4904-a4e7-479374cd5daa;Alana Koch;Wild Goose Bar & Grill;3/17/2018;9;24
864f53da-6ace-471a-b816-bba81fbcfe17;Shaine Floyd;Wild Goose Bar & Grill;12/21/2018;18;0
75c116cb-b20f-4ab3-bf42-6935e2cd2b14;Kirestin Williamson;Wilhagan's;1/16/2018;10;45
0545f605-5b61-416f-848f-f1f7a59bdddc;Carlos Pace;Wilhagan's;5/26/2018;19;32
ba682679-ce95-4ae3-b1a4-24b04006d56a;Carlos Pace;Wilhagan's;6/13/2018;15;40
65b94527-8c14-4417-871f-1661ab827e0f;Cyrus Francis;Wilhagan's;10/27/2018;15;21
090dc9f1-56d9-4de5-8d99-11ce3413bd2c;Cyrus Francis;Wilhagan's;4/11/2018;16;9
11b1c2c7-ff6f-427a-b059-9022e64fea3e;Cyrus Francis;Wilhagan's;9/2/2018;18;53
f8ecc4fb-9957-4de0-901f-3352acb2a233;Timon Gibbs;Wilhagan's;1/23/2018;16;59
ebdde6e0-4134-40ad-b902-ce5e13eca8a8;Timon Gibbs;Wilhagan's;6/2/2018;13;51
1beeaf3d-6b14-427d-bf3d-0e669458584a;Timon Gibbs;Wilhagan's;1/21/2018;14;49
7bbb5977-e061-416f-af30-864e6b73e9d4;Timon Gibbs;Wilhagan's;4/16/2018;14;8
443d9fb1-8303-4fe6-9c72-d0596a8b0ff6;Demetria Delacruz;Wilhagan's;10/14/2018;8;25
e6e68176-6154-44eb-896d-101a04226285;Ulric Parks;Wilhagan's;10/2/2018;15;57
6b96d5e1-7388-4db8-a87d-429ec189ba96;Ulric Parks;Wilhagan's;11/19/2018;17;51
810e41c5-4d9c-4ae6-bc55-d44cbb1a16a6;Ulric Parks;Wilhagan's;4/22/2018;17;36
c8cdfa3b-dd44-4764-8a97-f354fbd5aa8b;Ulric Parks;Wilhagan's;7/18/2018;16;20
7a104b14-dcdd-4638-ab98-87610164b5ba;Ulric Parks;Wilhagan's;8/26/2018;16;35
29139099-839d-4f99-8500-6d694c5eae54;Doris Beach;Wilhagan's;3/7/2018;13;8
904bf1c0-0132-42f8-88b9-3f273eaa1a68;Doris Beach;Wilhagan's;12/24/2018;14;58
29248667-1d21-4a38-ba19-141d97f584c8;Doris Beach;Wilhagan's;1/1/2018;11;43
73528fc1-e462-49b4-a461-4334125d79af;Kevyn Roy;Wilhagan's;4/24/2018;8;20
eacc2334-ea8b-41b4-af69-1ff478f5b21e;Kevyn Roy;Wilhagan's;5/4/2018;17;32
e7d6ae32-3b57-4cc8-9824-1cc10678c470;Kevyn Roy;Wilhagan's;11/9/2018;12;33
c313b58a-4031-4812-8ba7-382cce4992ba;Mason Montgomery;Wilhagan's;4/17/2018;17;13
39b58a9e-c03a-4f70-b285-b3e932c4c4d4;Mason Montgomery;Wilhagan's;12/24/2018;17;14
6262c174-dc82-4812-b803-24c853bee25d;Mason Montgomery;Wilhagan's;12/24/2018;15;19
d818d158-3694-484e-8f47-f7a60c59fc6c;Mason Montgomery;Wilhagan's;2/16/2018;8;40
a8822fb0-35fb-4f8c-86ab-5c5144616169;Cara Bates;Wilhagan's;12/16/2018;14;54
618218b8-6d34-4aa4-a90a-ce1de080eccf;Cara Bates;Wilhagan's;7/5/2018;15;54
119628e0-3500-4346-a11e-a7dae8f3c7f7;Cara Bates;Wilhagan's;6/23/2018;16;10
0fdfee5b-61f2-4736-a16b-081172c31a4c;Cara Bates;Wilhagan's;5/24/2018;10;36
af57ad94-3f22-4aa2-8c96-ef55ad45825c;Chaney Wright;Wilhagan's;4/14/2018;14;15
d6b1f23d-922d-4182-9046-eb1352d68bee;Adena Lee;Wilhagan's;9/24/2018;14;22
4d4f0d30-c098-48e1-8736-e9ec20985b22;Adena Lee;Wilhagan's;10/9/2018;18;55
d07d0fe0-82f6-4c52-aa33-5ea2c983de92;Adena Lee;Wilhagan's;10/3/2018;18;31
829ef502-43bd-42f2-beb7-ad0ee56186f9;Adena Lee;Wilhagan's;5/19/2018;14;48
32a4ed6e-a0fe-4420-91ce-1ea926a20d92;Adena Lee;Wilhagan's;5/25/2018;13;5
78bc78ec-fff9-4ce1-8a95-ca8044efb600;Graiden Franklin;Wilhagan's;4/25/2018;11;37
37ed9b2a-859f-4e38-b27e-e345aeb3fbb8;Graiden Franklin;Wilhagan's;8/6/2018;13;2
e6500e7f-b33a-4c0a-823e-eb1e72598740;Graiden Franklin;Wilhagan's;1/23/2018;9;22
3dc8aece-68b0-42cb-a9da-daa15ab37c95;Graiden Franklin;Wilhagan's;8/14/2018;15;49
